Geneid	length	WT_Pmm2_5_4	WT_Pmm2_5_3	WT_Pmm2_5_2	Mutant_Pmm2_5_5	Mutant_Pmm2_5_2	Mutant_Pmm2_5_4	Mutant_Pmm2_5_1	Mutant_Pmm2_5_3
si:ch211-119o8.6	2750	0	0	0	0	0	0	0	0
copb2	3162	0	0	0	0	9	0	0	0
rbp2b	575	0	0	0	0	0	0	0	0
si:ch211-119o8.7	486	0	0	0	1	0	0	0	0
rbp1	968	0	0	0	0	0	0	0	0
LOC110438097	757	14	55	24	2	9	0	2	0
si:ch73-170l17.1	1072	99	190	171	143	59	14	46	0
clstn2	3763	235	408	2283	1688	905	157	456	537
spsb4a	2932	1	16	0	0	0	0	4	0
zgc:136870	1367	30	37	237	108	44	3	20	93
slc25a36a	7843	1	3	8	34	6	0	6	5
epha4a	5260	456	882	4554	3611	1523	462	913	1653
LOC101884175	535	25	67	13	0	0	0	3	53
si:ch211-122l24.6	974	40	199	5	22	5	0	0	1
ccl34a.3	369	23	122	0	25	0	0	0	42
ccl34a.4	530	30	66	21	0	24	5	15	0
xcl32a.1	913	62	87	20	0	23	0	4	0
LOC103910101	636	4	10	1	2	0	2	1	0
epha4b	3311	364	719	3129	2423	1360	300	867	951
uggt1	7113	443	1406	1782	1997	1099	310	652	1058
hs6st1a	1778	135	282	1769	1169	855	128	369	735
LOC110438100	659	32	109	10	0	1	6	6	39
otomp	1149	159	333	1028	1125	466	101	188	795
acvr1l	3500	205	585	2344	2060	813	360	593	1077
d2hgdh	3859	152	481	379	228	162	52	121	167
znf622	2138	196	324	1992	1765	1360	296	403	1123
zgc:110158	2897	461	917	5707	4010	2143	461	1162	2327
LOC103910218	462	21	75	16	11	9	5	0	36
efr3a	7805	58	72	160	379	161	35	72	233
keap1a	2868	212	480	638	614	446	111	122	272
crlf1a	2801	276	559	529	414	181	88	112	396
zgc:110183	909	114	211	63	34	24	1	9	211
ebi3	996	101	252	308	121	101	11	19	118
LOC103910102	501	29	73	0	9	0	2	0	1
si:dkey-97a13.6	9614	455	1168	662	867	372	117	121	585
gbp2	2857	214	603	191	222	212	23	37	346
gbp1	2532	206	365	247	298	205	36	32	265
cspp1b	3246	374	935	1547	1081	931	142	284	533
vcpip1	6755	324	749	1553	1237	568	239	320	447
si:dkey-97a13.12	1065	88	205	346	293	287	33	60	174
adhfe1	1995	178	477	541	469	148	64	61	487
crh	1349	43	124	3	11	15	0	10	63
trim55a	1650	126	311	377	275	184	44	96	236
cyp7b1	2380	144	336	660	649	288	64	129	156
slc39a6	2739	286	506	2427	2604	1088	206	527	1557
tmeff1a	3304	177	505	610	678	229	76	156	382
cavin4a	1293	138	181	2376	1438	979	153	585	865
ift57	1449	160	281	222	499	348	28	114	144
si:ch211-235o23.1	1649	153	296	928	2637	1281	271	700	749
apom	771	106	150	1890	1841	1108	135	177	510
ftr02	3634	223	413	148	243	103	24	40	455
ftr03	2201	104	355	21	0	33	0	14	91
LOC570251	3297	63	220	10	28	19	8	4	174
ftr06	12569	279	922	304	206	95	29	67	402
ftr07	2446	78	305	10	0	12	4	0	43
LOC570185	3064	169	393	85	8	0	5	6	28
LOC570163	2138	120	409	61	6	2	4	7	87
LOC570079	2672	174	521	72	48	3	3	10	0
si:dkey-7l6.3	2189	139	329	738	267	281	83	136	193
gtpbp4	2231	513	575	13402	15197	9931	2545	2842	7013
slco5a1a	4370	586	876	3988	3021	737	252	672	2157
slco5a1b	1386	170	287	1381	1190	649	109	269	546
esyt2a	5767	421	935	2633	2348	1162	273	496	1399
dip2cb	5934	330	758	974	942	533	63	291	325
march11	2452	90	222	172	129	57	5	40	77
myo10	7524	184	523	1003	913	334	102	249	521
ftr11	2969	0	3	0	0	0	0	0	0
ftr12	3419	0	8	0	0	0	0	0	1
basp1	1463	1	0	2	1	2	0	0	3
adcy8	2780	4	0	78	88	19	5	31	0
LOC103910105	1205	1	0	0	0	0	0	0	0
oc90	3249	37	125	65	67	13	16	9	26
hhla1	2324	71	268	83	32	25	9	15	78
kcnq3	5790	169	400	850	802	363	80	253	212
lrrc6	2059	145	397	104	164	151	3	57	94
ftr13	2544	76	268	33	6	27	3	31	81
ftr14	2490	112	357	121	60	104	22	24	73
ftr15	2023	95	217	113	116	43	9	13	60
crema	3150	240	392	2264	1763	1470	287	419	973
pard3ab	3814	509	929	3518	2801	1301	258	842	1018
nrp1b	2026	180	329	1467	1193	519	172	347	461
LOC110437923	421	42	76	279	272	132	24	46	284
LOC110438108	5221	269	591	2389	1944	793	156	514	1692
LOC110437890	1123	198	344	1572	1418	718	188	281	757
itgb1b	1549	216	274	2721	2229	1075	265	579	1752
epc1b	4174	471	904	3802	3205	1777	438	960	1217
itgb1b.1	3913	351	671	4415	4408	2172	522	851	2591
itgb1b.2	2423	165	343	811	723	333	95	148	544
LOC101884451	5504	211	573	2113	2281	947	279	517	1479
LOC101884586	3861	204	465	318	255	70	18	61	179
LOC103910107	3960	201	548	520	794	262	46	114	527
LOC100150565	793	38	70	126	0	25	0	34	4
kif5ba	4601	427	796	5981	7171	4257	734	1801	3238
ftr16	2138	112	344	54	51	28	2	12	1
arhgap12a	4004	383	875	2058	1804	997	216	391	829
zeb1a	5408	445	969	3528	2627	1394	362	718	1433
nlrb5	4567	157	489	115	105	118	8	15	55
si:ch211-195h23.3	8817	552	1430	974	1365	599	160	182	1136
LOC103910111	618	24	48	32	57	36	13	0	111
kirrelb	4056	363	625	1361	1299	761	158	316	854
cadm3	3243	465	625	10511	6507	2818	601	1728	3337
trnar-ucu_1	74	0	0	0	0	0	0	0	0
sdhc	744	0	0	1	1	0	0	0	2
atp1a2a	3904	0	0	0	0	0	0	0	42
mpz	5117	3	1	14	115	22	0	15	7
lig1	3177	21	126	170	257	178	11	34	176
zgc:152670	2910	10	28	31	27	0	0	0	0
LOC100537796	1231	20	73	46	62	24	2	0	0
tmem55ba	1986	16	71	86	301	93	32	36	176
pih1d3	1011	0	0	0	0	0	0	0	0
kcnab1b	3108	20	130	72	121	19	13	20	84
pask	4581	107	355	172	60	32	19	8	19
si:dkeyp-94h10.5	1060	0	0	0	0	0	0	0	0
LOC101885431	954	0	0	0	0	0	0	0	0
LOC101885494	2074	1	1	0	0	0	0	0	0
klhl24a	2264	24	51	545	355	209	59	59	197
yeats2	7108	672	1523	2539	2156	931	288	489	1121
map6d1	3981	200	605	376	377	215	36	91	427
acsm3	4004	273	682	717	520	191	48	126	318
ncapd2	4415	402	858	1189	678	324	69	309	702
ece2a	1055	97	219	280	118	163	34	22	171
camk2n1a	2127	277	369	5853	5821	2785	475	958	3400
mul1a	5746	316	557	687	1151	380	84	222	627
alg3	2883	198	658	857	970	619	123	224	871
vwa5b2	5286	372	795	195	222	141	17	62	361
prss56	3423	257	623	166	76	47	13	51	187
chrng	2520	160	325	171	245	165	24	32	89
LOC100536708	2134	116	277	27	73	65	8	6	93
eif4e2	1750	181	275	871	744	281	71	191	112
capn10	2500	166	392	343	408	170	32	62	214
LOC100004199	2636	101	314	26	70	55	6	6	137
ccl20a.4	612	0	0	0	0	0	0	0	0
ccl20a.3	630	0	0	0	0	0	0	0	0
mir181b-1	109	0	0	0	0	0	0	0	0
LOC101886114	436	0	5	0	0	0	0	0	0
LOC108180065	270	0	0	0	0	0	0	0	0
LOC103910115	6953	1	0	0	0	5	0	0	0
camsap2b	5153	143	358	578	380	283	67	132	154
LOC101886156	5224	8	16	58	12	39	5	4	0
wdr47a	3138	92	170	211	174	90	17	66	90
si:ch211-66k16.27	1784	60	127	56	103	90	16	33	56
si:ch211-66k16.2	3217	100	199	162	39	78	19	55	61
si:ch211-66k16.28	6371	84	151	49	124	30	5	10	97
gpsm2	3574	79	228	438	333	268	35	81	153
aknad1	2014	0	0	0	0	0	0	0	0
LOC110437760	3478	192	508	183	202	54	11	32	113
fndc7a	6451	403	915	2587	1623	502	115	235	946
fndc7rs1	17209	952	1835	6671	2755	1122	329	732	1611
prpf38b	2315	258	533	3031	2432	1403	219	612	1283
fam102ba	2043	136	335	564	479	507	47	107	239
trnam-cau_1	73	4	10	10	0	0	1	4	0
gpc5c	3778	225	533	969	793	334	70	201	305
LOC110438124	505	3	11	0	7	0	0	0	0
LOC103908645	3043	10	9	3	1	0	0	1	0
gpc1b	2429	194	383	1234	787	453	83	235	397
ephb1	4593	431	953	2645	2071	972	220	635	1102
LOC100333415	807	0	0	0	1	0	0	0	0
LOC110438125	1923	86	232	428	531	300	75	65	217
wu:fb63a08	7185	574	1212	1486	1606	1238	306	209	1722
LOC110437895	2296	45	72	327	83	204	37	23	540
LOC110438126	336	2	0	0	0	0	0	0	0
LOC103910120	2205	360	1006	394	514	144	28	51	1773
pax3a	3923	261	543	856	525	357	47	150	429
trnag-ccc	71	14	18	0	0	0	0	0	0
acsl3b	5037	494	1067	4269	3374	1164	369	889	1841
LOC108180073	859	6	42	15	10	0	3	0	0
scg2b	2583	310	409	4493	3567	2181	416	1045	1601
ap1s3b	1079	96	168	326	526	210	58	65	368
si:ch211-165b10.3	1411	99	192	45	33	47	2	35	96
cul3a	2965	306	543	3010	2396	1497	341	678	961
mbnl1	2205	301	642	2498	2135	1006	321	556	585
ftr19	2113	46	214	16	89	31	0	1	23
LOC108179111	2350	47	221	0	4	1	9	3	35
LOC101882488	3507	94	198	55	126	67	24	24	137
ftr24	2619	136	339	17	85	42	6	8	0
LOC108179227	2841	2	0	11	2	0	0	0	47
ftr22	2425	0	8	0	0	0	0	0	0
ftr23	2261	1	0	0	0	0	0	0	0
LOC110437704	2831	1	4	0	0	6	4	0	0
LOC101882560	2456	1	0	0	0	0	0	0	0
ftr26	2342	43	90	0	0	21	1	5	68
ftr27	3516	72	211	63	79	16	0	8	50
fzd8b	2511	82	107	96	13	1	2	11	96
LOC110437898	3876	6	31	4	31	17	0	0	0
si:ch211-77g15.32	900	4	24	32	37	25	0	7	7
klf6b	1329	41	85	363	343	93	74	33	316
pitrm1	3390	148	410	659	1108	522	93	161	320
pfkpb	4980	228	533	861	1143	359	61	246	351
trnai-aau_1	74	0	0	0	0	0	0	0	0
trnaw-cca	72	0	0	0	0	0	0	0	0
trnap-agg_2	72	0	0	0	0	0	0	0	0
si:dkeyp-12a9.5	1073	0	0	0	0	0	0	0	0
gigfy2	4844	308	573	2528	2034	1365	239	743	1049
LOC793909	2326	101	309	20	63	8	6	11	100
lpar5a	1571	61	208	36	4	96	2	17	54
itm2cb	2055	167	526	1502	1339	788	98	474	652
hes6	1241	130	126	756	483	225	61	175	524
per2	5507	533	1041	1943	2711	2490	677	972	1254
LOC110437927	838	30	148	7	0	0	14	0	38
LOC100536834	1446	89	221	2	27	2	0	0	1
LOC108179228	969	63	176	11	17	20	0	1	31
LOC101885237	3103	81	243	44	12	0	6	5	53
si:dkeyp-94g1.1	2103	104	370	8	6	18	0	1	44
si:dkey-53k12.2	889	20	92	0	0	1	0	8	40
LOC101885053	357	14	73	12	12	18	0	8	0
LOC110437901	888	31	52	32	18	11	2	0	39
LOC101883813	1147	38	191	20	1	24	0	0	0
LOC101882795	6011	307	939	241	127	124	23	54	79
svilb	9568	1003	1953	7233	5636	3201	818	1666	2577
LOC103910129	96	1	11	0	0	0	0	0	0
LOC101887100	8188	571	935	2192	1715	662	150	387	856
kcnj9	2884	246	382	1036	749	345	114	209	711
cdc34b	2438	212	489	3379	2594	1600	227	667	2083
abhd17aa	1552	145	238	1008	746	303	66	202	547
si:ch211-168n16.1	5187	459	1009	2531	1546	871	231	611	754
LOC101882856	1062	51	105	14	0	11	0	12	37
rorcb	2127	168	535	713	487	266	70	151	225
sh3gl1a	1874	158	381	713	890	626	119	204	491
stap2a	2805	228	560	1050	730	351	59	230	81
si:dkey-69c1.1	1236	137	448	1072	752	1355	103	86	1735
sema4e	3164	239	519	1019	879	426	126	194	714
cactin	3170	281	576	1879	1561	917	210	503	1271
si:ch211-209f23.6	2433	125	319	39	27	21	2	16	87
si:ch211-209f23.7	1053	82	341	591	308	641	46	83	937
urgcp	8424	113	283	31	36	67	12	14	67
LOC101882528	943	25	72	22	0	5	11	3	0
wdr48b	2705	194	615	883	716	353	103	158	677
blvra	1099	104	206	238	93	128	17	59	75
coa1	906	83	128	328	247	202	40	43	196
hecw1b	8886	211	550	1264	800	587	100	283	414
ccr12a	1458	0	0	0	15	0	1	0	0
si:ch211-106n13.3	4328	18	12	214	145	69	15	11	83
zcchc2	4951	27	139	257	97	71	17	70	47
exoc3	3095	16	38	152	140	39	19	30	122
ahrrb	1779	6	8	1	0	0	0	3	0
mcm6l	2603	18	37	27	13	0	0	1	0
cul1a	3349	17	36	45	82	33	0	33	6
cntnap2b	4750	238	493	1226	973	410	139	287	355
viml	1658	110	321	111	141	52	8	31	150
pde1cb	3407	262	636	956	676	419	91	190	122
neurod6b	1870	123	345	1029	453	241	70	191	277
xcr1b.3	3959	132	428	77	159	96	3	9	67
xcr1b.2	1690	101	122	24	18	3	3	2	73
xcr1b.1	1998	81	258	40	47	59	9	3	191
fyco1b	4738	353	795	1316	1283	692	126	269	461
adcyap1r1a	1564	229	467	1087	945	397	133	381	216
ghrhra	1733	119	408	222	97	74	25	50	254
LOC100332501	5562	5	34	1	23	1	4	0	0
trnal-uaa	83	5	32	0	13	5	0	5	0
trnal-uaa_1	83	11	61	0	29	0	0	0	31
trnal-uaa_2	83	6	40	0	0	0	0	0	0
trnal-uaa_3	83	1	8	0	0	0	0	0	0
trnal-uaa_4	83	0	24	0	0	0	0	0	0
trnal-uaa_5	83	0	11	0	0	0	0	0	0
eef1da	1595	526	419	13829	11942	8828	2000	2401	4984
ftr87	2525	172	336	177	203	81	21	45	257
ftr67	1878	149	408	1446	1050	357	171	290	175
si:ch73-52e5.2	1662	52	205	82	138	67	2	55	123
si:ch73-52e5.1	1036	54	74	452	477	369	72	61	181
lrrc24	3790	253	475	840	835	233	104	271	261
LOC100332108	1470	78	201	6	21	16	5	2	0
pigrl4.2	945	29	87	18	26	0	0	0	73
pigrl3.9	783	38	59	0	0	15	0	3	60
LOC100332092	1487	27	115	26	13	11	0	2	0
si:ch211-215e19.3	1323	58	188	40	1	0	0	8	0
LOC110438127	448	10	64	1	0	0	0	0	0
pigrl3.5	1346	47	200	10	0	3	7	1	0
LOC100331810	1206	25	56	0	8	8	1	2	0
LOC103910136	2306	53	221	49	17	10	0	8	42
LOC110437929	310	24	114	19	27	0	0	10	121
si:dkeyp-104b3.1	2299	95	246	8	37	10	4	1	0
pigrl2.6	2451	75	228	45	44	28	4	0	52
LOC100000863	933	41	162	23	0	0	2	5	0
pigrl2.4	1384	64	184	23	47	0	9	0	52
pigrl2.3	904	24	162	0	10	4	1	1	17
LOC100151468	1294	40	156	3	11	0	0	0	0
LOC100148655	1206	6	27	0	0	0	0	0	0
LOC101884032	792	14	69	7	16	9	0	0	0
si:ch211-9d9.7	875	14	21	0	0	0	0	0	0
LOC101884314	967	9	39	1	1	0	0	0	0
LOC110437904	891	10	109	0	0	3	0	4	57
pigr	2026	149	390	258	167	112	44	47	178
dad1	622	57	113	1414	2310	1524	271	459	1488
abhd4	1627	135	297	616	756	508	102	199	541
tgm1l1	2856	293	541	1791	1871	1096	217	471	660
LOC566646	3945	174	481	405	175	183	19	35	175
LOC103908620	493	22	44	40	29	0	3	5	0
LOC103910140	639	25	64	93	82	161	7	34	294
LOC103910141	1454	100	160	437	534	224	29	27	306
LOC100329375	791	61	187	1441	1817	618	163	177	1246
crygn1	844	65	172	275	266	147	33	73	179
LOC100331938	3595	314	536	2340	1832	840	215	506	624
scn12aa	7064	441	1295	434	526	278	66	147	220
ccdc94	1663	122	281	815	615	406	70	142	255
shda	1616	111	318	1564	1238	476	98	249	594
theg	1485	83	228	50	83	64	10	16	52
LOC101884669	3231	211	582	466	475	272	71	124	277
plpp2a	1725	182	236	1375	1604	867	195	318	1322
zgc:136336	2002	228	521	1124	801	432	112	223	537
chico	1552	161	272	2177	1760	864	196	341	846
gna11b	2415	341	509	5090	4721	1877	443	929	1950
LOC101885297	467	27	90	1	0	1	0	0	60
LOC568754	2356	165	362	311	299	170	40	70	277
rab31	1222	94	291	382	130	111	25	44	123
ralbp1	3224	303	680	1849	1361	905	146	366	858
creb3l3b	1758	167	368	1139	1052	551	150	152	443
rxfp3.2a	2560	110	208	120	91	56	11	27	97
LOC101882661	2987	1	8	1	0	0	0	3	1
sirt6	1678	122	304	585	640	203	48	151	239
si:ch211-182e10.4	2434	0	0	1	0	0	0	0	0
zgc:165603	1043	68	201	664	456	213	55	182	176
celf5b	1005	165	222	1492	986	437	86	319	494
hsd11b1lb	1293	89	262	256	199	121	29	42	432
admp	1864	124	309	21	32	24	6	1	3
im:7138239	1277	104	298	38	23	12	0	25	15
LOC100333844	1585	90	213	52	40	15	3	5	0
ccl25a	665	64	215	220	168	83	40	54	111
ranbp3b	2683	309	655	2743	2388	1090	279	563	782
ctnnbl1	2019	287	444	1579	907	689	111	292	412
capsla	1014	56	217	241	172	215	12	49	165
LOC108180183	634	41	105	25	11	34	0	5	25
LOC103910147	1556	129	311	250	264	138	52	54	180
abhd8a	2675	128	306	734	671	394	92	146	228
LOC100333521	998	103	203	220	244	188	34	52	58
LOC100534973	9790	890	2374	836	911	451	155	285	1268
LOC101882917	643	24	69	65	19	0	1	11	29
napgb	1060	128	301	576	356	239	44	153	478
rab12	1389	134	289	370	396	153	36	100	91
mtcl1	6555	683	1172	3058	2393	1214	303	942	758
acss2l	1931	203	365	586	569	343	82	93	327
ndufv2	843	186	250	3100	2538	1153	313	521	906
ankrd12	7467	785	1538	9465	7649	5023	982	1941	4488
twsg1a	3824	153	433	381	457	157	54	72	284
rnf126	2984	211	374	2478	1563	685	121	289	1145
LOC100535364	2018	134	258	370	187	216	27	102	55
LOC101885373	3088	207	410	436	446	294	45	147	165
zmp:0000000521	644	73	160	600	510	336	86	147	171
cib3	1007	96	182	40	35	1	9	0	54
rab8a	1369	99	384	821	1097	493	62	245	669
tpm4b	3472	312	525	1239	1208	691	174	241	491
LOC101884740	2477	11	53	0	1	17	0	0	36
LOC101884800	3632	249	691	936	581	322	75	105	653
LOC110438146	5506	49	230	75	75	36	1	4	133
ap1m1	4889	298	678	4126	3008	1321	383	775	2283
klf2b	3639	222	391	1398	1398	672	165	263	662
eps15l1b	3650	359	829	1132	977	701	156	224	558
calr3b	2917	286	489	3978	7561	5392	860	1491	4765
rx2	1489	107	273	753	402	106	16	72	33
atcayb	2701	204	492	1060	884	358	67	188	231
cplx4c	474	67	132	137	42	13	5	9	0
nmrk2	1326	123	150	2383	1632	1475	204	549	1180
loxl5b	2679	135	308	159	76	83	12	23	224
LOC108180184	712	37	130	165	257	213	16	26	137
si:ch211-178n15.1	2385	251	531	989	706	544	79	204	684
jund	998	82	106	1264	1267	937	192	261	510
pgpep1	1882	94	256	657	669	458	83	172	303
upf1	5592	545	1132	4338	3798	2262	494	1112	2147
LOC100330028	1333	176	389	376	213	163	46	44	196
uba52	490	454	130	29607	27520	19381	4204	4850	14048
cers4b	5715	346	663	2164	1627	845	114	430	727
LOC103910150	7689	5	3	25	3	1	1	0	1
ctxn1	452	29	51	18	0	5	0	1	0
rab11bb	1176	87	235	821	712	305	91	131	250
LOC100536182	1806	93	228	98	119	61	18	26	155
si:ch211-243a15.1	3490	350	663	2727	2190	828	299	659	729
gpx4b	879	200	175	4715	3778	2566	463	1087	1546
polr2ea	982	70	102	11	0	34	4	2	0
hmha1a	3645	330	718	566	399	210	45	81	233
sbno2a	4446	579	1066	4136	2777	1296	366	777	1037
zgc:85843	2250	233	341	266	258	185	44	89	468
LOC100536505	3244	367	692	1783	1409	707	217	403	373
LOC100536415	681	45	94	242	214	145	19	41	57
slc25a42	1870	180	404	1204	1181	953	109	240	761
mir7148	85	4	21	0	19	0	0	1	1
armc6	3462	219	338	891	577	279	61	157	830
eef2b	2810	3521	631	148486	133705	87462	22157	42992	41865
trnar-ucu_2	73	0	8	0	0	0	0	0	0
trnat-agu	74	8	20	0	6	0	0	0	18
trnat-agu_1	74	2	1	0	0	4	0	0	0
trnat-ugu	74	14	19	10	25	5	0	0	37
trnar-ucu_3	73	5	17	0	0	0	0	0	0
trnat-agu_2	74	0	0	0	0	0	0	0	0
trnar-ucu_4	73	0	2	0	0	0	0	0	0
trnat-agu_3	74	0	1	0	0	0	0	0	0
trnat-agu_4	74	0	0	0	0	0	0	0	0
trnar-ucu_5	73	1	10	0	0	0	0	0	40
trnat-agu_5	74	2	6	0	0	0	0	0	0
trnar-ucu_6	73	0	0	0	0	0	0	0	0
trnat-agu_6	74	0	0	0	0	0	0	0	0
trnat-agu_7	74	0	0	0	0	0	0	0	0
trnat-agu_8	74	0	0	0	0	0	0	0	0
trnar-ucu_7	73	3	0	0	0	0	0	0	0
trnat-agu_9	74	0	0	0	0	0	0	0	0
trnat-agu_10	74	0	0	0	0	0	0	0	0
trnat-agu_11	74	0	0	0	0	0	0	0	0
trnar-ucu_8	73	4	12	0	0	0	0	0	0
trnat-agu_12	74	4	12	1	0	0	0	0	0
trnat-agu_13	74	4	3	2	0	1	0	0	15
trnat-agu_14	74	0	1	0	0	9	0	0	1
trnat-agu_15	74	5	4	0	2	0	0	0	0
trnat-agu_16	74	0	0	0	0	0	0	0	0
trnat-agu_17	74	16	34	50	69	33	5	3	214
trnar-ucu_9	73	1	8	1	0	0	0	0	0
trnat-agu_18	74	3	4	0	0	0	0	0	0
LOC555499	2323	162	343	949	843	358	85	249	465
LOC100331115	1139	118	140	746	453	228	43	109	120
mbd3a	1835	210	508	2243	1558	713	169	361	683
si:ch1073-325m22.2	609	76	101	4243	2907	1910	449	583	1990
LOC110438153	307	3	10	0	6	12	0	2	4
LOC108180185	3751	71	266	66	47	24	3	14	39
tcf3a	1927	246	564	2820	1962	1044	273	793	801
map2k2b	3902	231	455	2223	1597	848	228	403	1097
pias4b	1759	167	442	64	98	36	13	17	170
onecut3b	1822	136	223	333	385	244	46	78	164
LOC100151059	2565	204	335	3221	2230	1023	244	671	976
LOC108179272	1074	124	253	342	192	178	35	57	93
sf3a2	1067	118	254	1639	1633	449	155	335	793
plekhj1	4427	194	447	1547	1280	729	150	305	487
zgc:92789	1112	90	117	432	345	142	44	104	172
si:dkeyp-68b7.7	4343	170	487	549	889	523	77	124	746
LOC110438154	1994	77	252	0	31	0	1	0	63
si:dkeyp-68b7.5	2137	107	307	410	393	156	50	61	348
LOC103910155	140	2	45	10	0	0	0	0	0
LOC108180186	99	2	7	0	15	26	0	0	0
si:ch73-203a8.1	4741	327	1146	586	522	474	121	97	633
si:ch211-155e24.3	4158	321	429	1454	1038	392	85	228	334
LOC101882640	3739	135	348	372	396	299	28	76	139
pvrl4	6379	289	804	1188	1238	602	190	191	873
fcer1gl	759	68	128	190	147	69	15	46	74
ncstn	1364	197	344	837	952	438	112	153	290
LOC553316	3022	161	364	112	85	25	19	11	84
LOC100002591	3379	255	623	124	145	62	14	31	127
LOC100538151	2387	117	319	118	136	48	13	12	145
pnp5b	3051	183	356	742	458	567	49	196	607
LOC100329607	1896	206	272	445	358	146	34	104	380
LOC100149117	1265	54	144	123	36	40	15	23	49
LOC100332698	4163	97	452	334	203	90	29	87	1
nop9	2043	189	412	427	397	252	48	118	173
vapal	1137	170	259	2120	2091	910	257	477	1280
LOC110438155	2386	119	180	77	52	43	2	12	0
LOC100332639	1019	82	172	15	14	11	10	23	28
epb41l3b	2375	379	579	4503	3386	1482	500	967	1480
LOC101883651	1479	108	186	376	251	120	57	115	55
prkab2	1374	150	198	1790	1053	686	168	365	594
wu:fj49a02	3030	416	313	5110	3383	2902	601	1481	1265
LOC101884729	696	103	185	30	11	9	0	12	94
ptprsb	4282	543	663	3980	2611	1392	317	1252	1363
cirbpa	1444	546	441	12409	9326	6391	913	2708	3553
fem1a	1298	33	76	326	273	129	29	267	0
LOC110438156	1640	111	139	632	493	236	68	116	472
mau2	1813	249	364	977	1106	557	193	354	524
sugp1	2378	310	349	2081	1810	1122	166	385	537
LOC108180193	195	8	38	83	48	74	0	8	105
LOC108180196	2596	174	304	523	243	182	41	78	317
LOC101884960	700	80	143	177	201	63	27	85	62
si:ch1073-391i24.1	1027	110	219	123	141	98	7	64	54
stk11	2118	278	446	1148	982	607	175	389	557
LOC101886196	2301	194	219	284	281	182	22	53	374
LOC101885256	353	41	89	142	19	27	0	6	92
mir9-7	84	2	10	10	19	42	1	0	0
ftr65	2311	126	257	323	136	131	33	27	1
ftr29	2271	59	89	46	13	38	5	6	37
LOC101885375	1612	0	0	0	0	0	0	0	0
ftr95	2711	160	450	81	102	129	19	18	370
ftr30	2940	173	325	74	35	61	14	15	128
LOC108179017	2216	254	442	124	92	84	28	30	170
LOC108180198	1127	35	22	4	31	1	1	5	0
ftr33	1987	120	235	79	35	57	10	27	76
ftr34	1998	120	276	74	82	68	18	17	33
ftr35	2047	128	200	73	58	58	17	15	33
zgc:173666	1918	26	74	26	4	8	8	5	29
LOC101885914	323	12	45	3	0	0	0	6	0
LOC567984	3230	175	390	103	56	56	24	39	77
LOC108180204	664	19	102	47	64	0	8	1	1
ftr37	1955	79	179	84	198	14	11	42	139
ftr39p	1853	83	145	162	114	40	10	36	100
LOC100006950	1757	89	180	111	79	21	14	4	0
LOC110438157	1503	330	607	159	210	75	32	45	267
ncana	4327	504	819	4393	3150	1154	362	1030	1646
LOC101885376	916	65	40	209	317	185	42	33	153
zgc:110249	1954	73	122	233	211	77	44	70	148
wu:fd06e11	1219	59	142	203	134	81	37	22	40
LOC100537032	2132	66	146	74	37	34	8	3	174
zgc:165518	4514	236	641	78	63	15	9	30	145
LOC100537082	1627	47	95	11	43	21	1	8	52
LOC101885586	2049	63	58	142	52	48	0	18	42
LOC792627	1495	42	86	2	21	11	0	14	37
LOC108179097	959	27	74	26	64	22	6	13	0
LOC100332986	1124	30	30	43	0	4	4	18	1
kdelr3	1361	86	140	468	567	358	49	169	207
kcnj4	2355	133	243	227	88	79	12	24	66
zgc:174288	1416	120	252	566	643	484	101	105	277
LOC101885714	3368	176	251	98	88	86	14	13	127
LOC100537437	558	50	70	8	45	0	3	10	84
LOC100537396	1606	38	53	24	0	20	4	10	0
mhc1zfa	1116	57	152	40	13	6	4	5	42
LOC563036	3870	211	343	39	34	17	8	3	75
mhc1zja	8905	191	612	116	149	112	23	39	295
LOC110438853	452	13	47	2	0	14	0	13	0
LOC101882242	929	32	192	32	39	17	5	3	56
si:dkey-167k11.5	2921	284	583	596	729	428	71	199	757
si:ch73-308m11.1	2502	99	286	238	287	165	23	25	138
dicp1.1	1634	69	182	8	15	28	1	15	77
zgc:194659	1206	52	125	405	313	646	46	93	294
LOC103910168	1415	65	172	20	13	23	2	8	103
LOC110437750	2665	115	273	583	448	391	88	128	673
LOC103910169	2066	58	130	16	33	12	0	4	0
dicp1.5-6	3146	94	140	24	13	0	15	4	0
dicp1.7	1418	22	97	0	0	0	0	0	53
LOC110438862	1541	41	108	0	20	16	1	0	104
LOC110438870	1347	55	193	361	139	330	49	78	288
LOC100007258	598	49	70	62	73	79	6	22	157
LOC108182910	1031	35	106	0	0	9	0	1	20
LOC103910163	1361	46	143	46	43	0	9	0	39
LOC103910162	1514	60	133	22	24	7	0	4	20
LOC100535743	2338	67	185	12	42	26	0	0	50
dicp1.17	1510	83	139	5	20	1	4	6	63
dicp1.19	1954	106	273	274	211	331	40	14	658
LOC108182761	1039	57	138	6	25	29	5	8	0
LOC100334508	1024	31	71	8	0	0	0	0	0
si:ch73-166o21.1	2473	130	330	34	32	28	7	6	19
LOC101882750	2623	74	288	26	10	13	1	5	38
LOC108182922	299	4	37	11	0	0	0	0	0
LOC562960	7627	112	366	484	284	309	48	67	452
LOC101882698	1412	56	107	0	32	19	7	3	33
LOC110438686	545	31	66	0	0	0	0	0	1
irgf4	1871	28	82	19	20	38	7	1	0
