Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
pimr53	1949	0	0	3	1	0	0	1	0	0
LOC100329231	1553	1	0	0	0	0	0	0	0	0
rwdd3	1436	11	107	46	18	3	37	18	6	27
ptbp2b	2949	184	1633	901	108	53	565	290	75	165
dpydb	3541	205	2249	1330	97	85	893	427	143	234
mir137-1	85	7	26	3	0	0	8	2	0	1
plppr5a	930	23	129	37	4	0	37	16	5	5
plppr4a	4847	100	1176	499	47	21	364	138	33	73
palmda	4245	54	177	140	39	1	97	49	9	21
si:ch211-153l6.6	3330	93	736	387	37	21	255	121	35	79
frrs1a	2087	13	83	47	22	5	71	9	4	13
LOC108179662	2071	6	7	6	2	0	4	8	0	1
agla	5534	277	2816	1539	169	102	998	412	121	238
si:ch73-14h1.2	3034	66	340	275	38	48	344	111	16	125
si:ch211-267e7.3	3337	24	161	94	11	2	41	26	7	14
olfml2bb	3358	27	112	69	30	9	123	51	17	29
dusp12	2235	20	101	49	7	3	77	23	4	22
LOC101882073	2511	7	5	8	2	1	23	2	0	6
LOC101882305	412	1	0	0	0	0	0	0	0	0
LOC110438025	453	0	0	3	1	0	1	0	0	1
rxrga	1924	28	196	106	5	9	65	44	12	35
prg4a	1987	10	23	17	18	1	14	3	3	5
tpra	7768	239	2330	1209	213	75	1023	493	154	262
c2h1orf27	1714	38	319	109	27	15	187	43	23	40
pdca	2971	108	481	223	26	7	95	17	6	53
ptgs2a	2135	41	236	137	33	23	237	113	29	54
pla2g4aa	2591	48	520	243	23	24	385	110	43	110
arpc5a	3406	98	426	346	59	44	601	194	70	198
lyrm4	742	18	130	89	13	12	123	20	8	42
nrn1b	1516	6	20	9	4	1	18	6	2	11
rreb1b	7352	284	2258	1134	165	121	1296	485	139	339
riok1	1869	107	613	308	34	61	354	144	39	117
nebl	1492	14	178	68	9	9	39	17	4	26
pip4k2ab	3524	130	892	559	80	44	348	139	48	89
bmi1b	1940	71	464	231	24	33	266	97	31	77
dnajc1	2039	133	1411	542	49	49	753	336	80	184
si:dkey-29d8.3	1499	12	95	44	14	3	30	15	7	17
LOC101882778	1972	4	19	5	2	0	5	6	1	10
LOC103910040	420	1	10	0	2	0	5	0	1	2
vipr1a	2144	36	194	104	9	5	78	35	21	21
zbtb47a	3710	15	59	17	18	3	47	15	4	17
klhl40a	1958	53	488	272	22	30	220	118	27	41
hhatla	2018	472	2482	1725	234	109	1166	593	133	291
ctdsplb	3553	197	3010	1342	159	137	1241	484	138	259
mir26a-2	128	1	0	5	1	1	5	0	3	3
plcd1b	3255	139	823	344	48	60	377	157	35	101
LOC108179685	119	0	0	0	0	0	0	0	0	0
afg3l2	3459	120	977	476	63	62	519	225	57	116
inhbab	2883	13	128	57	7	4	38	18	4	5
mplkip	1458	57	232	164	34	10	137	47	26	49
ralab	2558	102	605	268	26	24	273	95	30	83
zgc:55781	1764	35	134	83	19	19	178	49	7	24
fbxl7	2371	46	215	76	16	5	87	43	7	30
trnak-cuu_7	73	0	0	1	0	0	0	0	0	0
chd7	10958	889	9232	4783	413	286	3810	1674	446	804
rab2a	2292	443	3070	1658	247	215	2309	944	260	591
ca8	2176	36	283	145	31	10	109	50	17	28
tox	3491	300	3152	1617	129	85	1008	442	99	228
cyp7a1	1981	275	1023	354	97	70	359	127	32	132
fam110b	3127	103	849	442	67	30	286	176	45	84
pimr65	1614	2	41	10	1	2	8	0	1	0
LOC110438162	2816	0	9	0	0	0	0	0	1	6
pimr66	1590	1	41	22	3	0	23	5	2	13
LOC108179687	7433	6	12	1	4	0	9	2	1	4
pimr67	1822	1	14	2	0	1	10	2	0	6
sep15	966	68	354	182	23	16	432	177	24	69
hs2st1a	1980	35	229	125	18	1	100	37	12	18
zgc:56628	1430	14	96	41	20	2	55	10	8	4
pkn2	6210	141	1068	544	109	44	522	278	52	132
gtf2b	1568	35	602	264	38	25	329	137	29	90
lrrc8da	3613	51	321	142	34	18	249	97	37	60
znf644a	4411	102	985	517	56	38	497	163	40	89
hfm1	5308	18	144	98	37	3	85	33	7	17
cldn18	2110	10	40	8	5	1	7	5	1	4
LOC103910042	1019	9	11	14	7	5	18	10	1	5
sept2	2335	84	617	415	48	29	341	168	35	111
stk25b	1910	126	1339	643	92	35	509	220	50	127
bokb	1256	23	83	43	10	3	15	5	1	11
thap4	1144	33	224	128	13	8	74	41	16	33
zgc:161973	1883	29	68	46	46	5	53	25	7	20
agxtb	1566	480	1913	1000	289	114	1588	508	166	377
kif1ab	9582	1395	12839	5991	659	431	4733	1795	508	1092
espnlb	3574	13	84	74	19	2	58	32	4	12
rab6bb	1042	63	698	356	42	21	264	117	31	60
aire	2306	6	11	21	7	0	7	18	0	8
amotl2b	3014	127	1459	568	102	79	783	269	95	230
myo7bb	7218	170	841	612	128	41	629	368	73	178
LOC103910043	317	0	0	0	0	0	0	0	0	0
sap130b	4372	71	361	269	40	15	298	141	43	64
mllt1b	3469	57	458	157	28	20	256	77	39	64
LOC101886354	1324	0	24	11	4	0	23	5	0	8
znf414	1722	39	479	259	12	13	165	93	19	55
mknk2a	3600	159	1553	534	70	52	412	137	58	149
csnk1g2a	3310	188	1713	774	133	68	817	328	85	234
mfsd12a	3220	62	489	218	50	16	195	111	42	71
LOC103910044	750	0	21	9	11	0	21	6	1	0
prrx1a	1603	79	1013	378	50	42	465	169	34	94
kifap3b	3764	117	887	433	48	34	348	130	34	80
fam129ab	3512	22	208	60	26	9	42	21	18	32
rnf2	2019	232	2296	986	101	129	983	388	108	286
ivns1abpb	3345	215	1504	743	91	62	732	309	102	194
LOC561346	2394	6	0	0	0	0	1	1	0	0
LOC103910049	913	1	0	0	0	0	0	0	0	0
LOC100007738	1480	0	0	1	0	0	0	0	0	0
LOC101886565	837	0	0	0	0	0	0	0	0	0
LOC561283	3592	0	5	0	1	0	2	4	0	0
LOC110438027	1552	3	2	3	2	0	3	0	0	0
LOC561147	3631	0	1	1	0	0	0	0	0	1
si:dkey-58b18.4	839	0	0	0	0	0	0	0	0	0
LOC103910054	1279	0	0	0	0	0	0	0	0	0
LOC103910046	565	0	0	0	0	0	0	0	0	0
si:dkey-58b18.7	839	0	0	0	0	0	0	0	0	0
LOC100007781	2225	0	0	0	0	0	0	0	0	0
LOC110438026	1472	0	3	0	0	0	0	0	0	0
LOC100007785	4304	0	11	1	11	0	6	2	0	1
rpp40	1247	15	104	45	5	9	66	41	14	14
cdyl	6525	168	934	395	97	32	578	155	32	137
oxsr1a	1722	81	677	349	35	43	451	183	41	93
slc22a13a	1781	7	97	45	8	3	14	1	4	12
xirp1	8571	130	610	421	99	36	450	154	44	105
LOC110438028	1784	9	15	6	4	0	14	0	0	2
csrnp1a	3101	136	332	123	56	12	123	67	16	40
gorasp1a	2356	69	685	344	49	12	440	153	38	92
si:dkey-24c2.9	1496	20	68	41	9	4	38	14	12	6
tgfbr1a	2167	81	682	228	34	21	239	92	43	55
col15a1b	5204	140	1772	840	83	58	563	245	60	140
slc12a7a	4961	158	1210	435	85	57	432	222	45	154
kcnh2a	7667	52	264	141	36	2	159	41	12	27
map4l	8261	825	6169	3918	395	223	2691	1079	263	656
vmhc	5991	505	3506	1851	220	143	1695	761	227	438
mir736	80	0	11	0	0	0	0	2	2	0
vmhcl	6016	235	2178	1254	140	93	1002	382	100	306
fitm1	2382	31	303	139	24	7	125	49	10	14
trnau1apb	2172	343	2738	1231	174	127	1439	589	140	346
mrpl34	937	45	404	176	32	26	250	85	22	73
ano8a	3820	74	557	256	46	23	290	101	33	99
pimr68	1351	2	25	5	4	0	12	1	1	1
plvap	2388	25	212	57	39	26	188	49	10	43
nr2f6a	3299	150	1209	451	63	42	478	216	67	122
zgc:154006	1874	19	157	104	17	4	61	17	4	21
si:dkey-208k22.6	2201	23	258	79	19	1	74	36	9	40
kcnn1a	4876	132	1971	814	64	49	482	286	49	125
insl3	962	3	47	15	3	3	9	3	6	8
si:rp71-39b20.4	4298	60	397	202	26	17	153	69	18	22
rps28	513	1207	8509	3662	473	875	6688	1865	513	1864
angptl4	2402	250	1185	742	169	97	1239	354	78	155
cnn2	2402	106	519	353	109	31	440	166	56	168
crsp7	2397	52	610	277	30	21	241	133	33	59
crtc1a	3816	110	1293	508	32	44	394	192	48	100
LOC108179692	3891	0	17	5	0	3	18	3	7	5
LOC101886665	1082	2	6	3	3	0	27	1	1	2
mast3a	6206	21	234	101	31	9	99	36	19	25
pik3r2	4991	73	402	261	20	14	166	55	21	28
LOC101882114	2875	5	49	25	6	1	24	3	9	17
ifi30	1041	0	0	0	0	0	0	0	0	0
mpv17l2	1537	0	4	0	0	0	0	0	0	0
pde4ca	7503	0	0	1	0	0	2	0	0	0
rab3aa	2439	0	4	1	0	0	0	0	0	0
LOC110438163	856	2	0	0	0	0	0	0	0	0
agtr1a	1815	11	51	18	8	2	27	9	2	13
gyg1a	2570	389	4501	1453	151	228	1985	752	197	591
hltf	3174	18	240	119	40	18	114	61	8	18
nck1a	1784	63	323	186	32	16	206	79	29	58
slc35g2a	2463	54	300	105	21	5	114	56	11	33
stag1a	7536	305	2654	1175	146	85	962	494	121	282
pccb	2086	166	1653	627	89	69	688	290	84	161
msl2a	4004	69	621	312	38	13	240	76	27	76
nceh1a	1866	11	2	6	2	0	4	0	1	3
ppp2r3a	8161	862	5279	2539	369	257	2537	1130	319	586
fndc3ba	6979	274	1537	818	98	87	635	301	58	148
ghsra	1083	3	21	5	3	0	0	2	0	0
pld1a	4461	100	919	522	63	42	558	229	65	97
tnika	6041	297	2573	1142	151	64	778	277	102	240
LOC110438036	342	0	9	5	2	0	18	2	0	2
slc2a2	2712	103	756	537	60	39	258	105	29	112
eif5a2	2404	971	4295	3644	406	369	4678	1705	382	1294
slc7a14a	5768	168	1446	717	115	56	520	234	82	172
cldn11a	1269	55	275	140	27	18	255	87	27	52
grin3ba	4700	50	228	91	18	10	86	45	9	24
plppr3a	2534	77	660	314	48	21	183	111	40	55
palm1b	2515	237	1776	872	121	64	603	315	90	217
ptbp1a	3867	197	1227	721	118	105	1034	412	109	310
efna2a	2303	68	634	279	43	14	173	90	24	47
rabggtb	1705	36	281	101	21	19	133	61	13	40
acadm	1631	372	2199	1085	172	90	1284	444	123	301
hectd3	3163	185	1627	709	94	59	784	392	104	225
rps8a	694	3923	41289	19201	1796	2947	23396	8309	1986	5828
best4	2661	19	111	47	17	5	94	25	3	5
si:ch211-106k21.5	5444	31	102	92	33	20	98	48	11	22
LOC101883139	4543	10	101	27	26	2	75	14	5	13
ndc1	2764	75	803	313	18	33	366	161	40	85
zgc:113691	985	2	27	15	2	0	15	3	2	0
LOC101883238	838	0	2	0	0	0	0	0	0	0
yipf1	1886	39	324	99	26	17	265	55	18	69
lrrc42	1537	26	138	76	15	5	39	20	6	24
tmem59	1530	184	1269	669	81	79	746	289	58	184
u2surp	3370	409	3554	1864	176	130	1420	589	174	387
mir124-1	82	0	21	0	0	0	11	1	0	0
ttpa	1837	51	294	164	42	21	150	52	19	75
asph	4815	320	1292	1033	129	79	1232	542	130	369
impa1	1314	13	169	76	7	2	92	40	7	19
si:dkey-181m9.8	3346	29	314	150	32	6	104	61	10	34
cdh7	4494	168	1301	508	97	33	411	162	34	88
dsela	4625	12	161	78	11	22	65	26	11	24
tmx3	1493	68	127	66	20	9	90	25	3	15
tesk2	2611	105	1409	618	41	51	383	193	56	116
toe1	1833	45	280	178	21	20	197	84	17	29
si:ch73-382f3.1	1732	11	132	34	17	1	62	16	8	14
sepp1b	1325	92	372	267	85	42	609	177	52	156
elovl8a	1254	39	67	63	9	5	82	12	6	10
LOC100150236	2801	1	8	9	0	0	11	2	1	0
LOC103910056	4664	89	610	364	40	20	301	131	44	84
zswim5	3456	251	3530	1639	159	67	894	517	175	195
urod	1414	15	95	77	14	25	176	80	14	40
lyn	3309	22	192	93	30	4	52	23	12	32
tgs1	2895	37	451	197	33	14	163	109	29	41
tmem68	2853	24	217	125	17	15	202	51	24	44
zgc:123035	2401	55	1128	445	56	44	259	158	29	59
LOC100334178	2962	47	528	217	19	5	149	78	24	48
LOC108179742	826	0	1	0	0	0	0	0	0	0
buc	2608	31	39	12	28	1	37	2	1	16
rnf152	1826	37	221	85	18	4	39	17	5	14
zgc:163121	2201	17	123	36	13	2	86	21	6	14
mc4r	981	2	60	17	8	4	5	13	2	1
zgc:56556	1693	6	146	72	13	8	37	33	2	11
cdh6	4380	199	1715	797	124	69	555	287	61	133
LOC101882631	2494	0	6	20	2	1	6	1	1	2
LOC101882566	1326	7	11	0	2	0	6	0	0	0
mmp15b	2908	66	892	444	52	24	308	159	42	71
dhcr7	1932	175	1024	584	86	54	485	188	48	117
nadsyn1	1772	17	100	69	16	5	77	33	10	14
cdh10a	2756	111	845	395	58	31	331	152	23	69
cdh12a	3004	29	526	256	32	11	163	59	28	36
cdh18a	1561	24	191	104	17	3	106	48	8	29
cahz	1538	100	503	301	37	21	227	94	25	46
dlgap1a	5318	73	1357	633	49	26	311	195	56	110
ptf1a	1195	12	77	26	15	4	12	19	8	19
LOC110438043	962	0	16	3	2	0	4	0	0	1
si:dkey-188g12.1	6858	42	100	43	26	4	77	33	2	22
si:ch211-207d6.2	7149	199	1940	953	130	57	966	363	77	216
paxip1	4035	84	765	410	60	48	381	156	40	134
htr5aa	1227	12	5	5	9	0	14	1	0	7
en2b	1809	36	225	121	23	10	76	33	9	33
cnpy1	1209	38	108	56	17	16	141	60	14	73
rbm33b	2444	35	40	14	5	1	22	9	1	9
shhb	1962	7	90	44	9	16	38	23	8	17
dnajb6a	2151	130	962	451	73	45	433	186	62	143
trpa1a	4396	61	492	243	73	31	209	109	33	83
kcnb2	5000	108	721	394	56	16	277	81	27	75
rpl7	826	9385	59769	22813	3892	7738	40994	13094	3505	10272
rdh10b	1547	44	74	38	16	4	85	29	7	32
ube2w	2054	40	115	115	21	5	115	46	2	47
trnan-guu_3	74	0	0	0	0	0	0	0	0	0
trnak-cuu_8	73	0	0	0	1	0	0	3	0	0
trnan-guu_4	74	0	0	0	0	0	0	0	0	0
trnan-guu_5	74	0	0	0	0	0	0	0	0	0
trnan-guu_6	74	0	0	0	0	0	0	0	0	0
trnak-cuu_9	73	0	0	0	0	0	0	0	0	0
trnan-guu_7	74	0	0	0	0	0	0	0	0	0
trnak-cuu_10	73	0	0	0	0	0	0	0	0	0
trnak-cuu_11	73	0	0	0	0	0	0	0	0	0
trnan-guu_8	74	0	0	0	0	0	0	0	0	0
trnak-cuu_12	73	0	0	0	0	0	0	0	0	0
trnak-cuu_13	73	0	0	0	0	0	0	0	0	0
trnan-guu_9	74	0	0	0	0	0	0	0	0	0
trnan-guu_10	74	0	0	0	0	0	0	0	0	0
trnak-cuu_14	73	0	0	0	0	0	0	0	0	0
trnan-guu_11	74	0	0	0	0	0	0	0	0	0
trnak-cuu_15	73	0	0	0	0	0	0	0	0	0
trnan-guu_12	74	0	0	0	0	0	0	0	0	0
trnak-cuu_16	73	0	0	0	0	0	0	0	0	0
trnan-guu_13	74	0	0	0	0	0	0	0	0	0
trnak-cuu_17	73	1	0	0	0	0	0	0	0	0
trnan-guu_14	74	0	0	0	0	0	0	0	0	0
trnak-cuu_18	73	0	0	0	0	0	0	0	0	0
trnan-guu_15	74	0	0	0	0	0	0	0	0	0
trnak-cuu_19	73	0	0	2	0	0	0	0	0	0
trnan-guu_16	74	0	0	0	1	0	0	0	0	0
tceb1b	881	65	305	190	25	12	286	98	19	89
tmem70	1537	51	119	74	17	16	131	62	13	19
LOC108179762	2660	0	13	5	0	0	7	6	0	2
jph1b	4603	570	6221	3299	260	166	1673	845	212	446
pi15b	2042	15	53	31	11	2	27	0	7	4
crispld1b	2485	36	187	155	49	8	196	58	14	44
socs6b	3056	89	507	305	33	34	275	109	30	79
cbln2a	763	10	81	55	15	4	20	4	10	11
neto1	705	3	21	2	3	0	5	0	2	8
LOC110437736	1897	6	42	25	3	4	26	7	2	3
fam173b	1250	17	71	35	10	1	24	11	5	11
march6	5425	261	2660	1122	146	126	1117	532	128	293
ankrd33bb	4479	12	150	79	32	0	72	23	4	21
ctnnd2b	6341	200	2504	1099	103	39	632	362	96	167
si:dkey-94e7.1	1825	9	25	8	8	2	11	5	0	3
si:dkey-94e7.2	3045	17	50	30	12	0	30	6	2	5
rp1	8428	93	844	370	45	23	201	78	16	53
tcea1	1598	60	581	273	39	33	379	129	46	78
rgs20	2514	34	277	206	40	14	116	56	15	61
atp6v1h	1822	158	1177	706	75	72	511	260	74	158
oprk1	2919	14	267	84	16	4	115	36	13	11
chmp5a	2267	41	211	123	29	5	62	43	10	21
bag1	1316	12	217	148	25	21	151	43	12	41
myl12.2	945	128	936	335	73	63	510	179	58	143
myom1a	6045	1047	10357	6275	545	402	3738	1896	480	931
lipin2	5259	423	2945	1133	202	114	1195	433	123	351
emilin2a	5127	88	592	282	74	34	316	147	28	58
LOC101885430	7509	11	3	9	4	0	14	1	0	8
adcyap1b	3268	220	1556	819	91	72	722	290	74	216
yes1	4525	286	2253	1188	123	109	1221	448	136	354
clul1	2129	131	1546	650	42	48	495	219	54	133
colec12	4940	97	780	399	69	30	434	206	48	85
stam	3768	159	1249	578	103	81	655	246	84	191
si:dkey-32m20.1	1084	15	112	28	14	3	20	9	2	17
cacnb2b	1810	59	586	329	45	21	162	98	14	46
mrc1b	6184	96	476	257	60	24	137	76	28	65
si:ch211-106h4.4	7824	88	88	90	98	5	83	42	4	41
LOC110438058	5568	0	12	5	3	0	7	4	1	0
si:ch211-106h4.5	1207	9	46	9	11	2	37	8	0	11
si:ch211-106h4.6	2266	19	156	80	14	4	56	26	20	21
si:ch211-106h4.9	4101	155	1180	580	107	38	372	197	38	119
si:ch211-106h4.12	810	20	110	57	9	8	102	39	5	26
ackr4a	2521	0	74	60	14	6	56	16	5	19
e2f5	3282	14	42	31	8	1	42	5	12	12
lrrcc1	3439	35	308	117	23	7	159	44	5	46
ralyl	1779	42	86	58	11	3	41	20	5	15
and2	2006	570	2512	1387	250	142	1874	779	114	452
retreg1	2009	73	1115	252	39	21	304	201	97	131
rnf182	1026	8	55	20	15	4	22	1	3	8
ranbp9	2230	117	1295	551	48	49	563	204	69	142
nol7	1140	50	284	149	25	28	291	95	21	63
epdr1	1402	44	206	86	14	6	54	19	7	17
stard3nl	2409	83	501	238	41	21	267	86	43	77
trgv2	1251	22	62	12	0	0	14	8	2	9
LOC110438070	919	0	13	2	2	0	5	0	0	0
LOC110438069	628	2	1	0	0	0	8	1	0	0
amph	5185	311	3484	1561	158	102	996	462	114	267
otulinb	1810	64	197	101	11	12	92	56	14	37
ankhb	2596	139	829	386	45	15	317	119	43	73
mycb	1693	128	932	476	71	53	525	194	53	102
si:ch211-139k8.2	2048	44	252	94	19	16	160	59	17	34
LOC100003868	3538	0	0	0	0	0	0	2	0	0
fam49ba	1947	60	508	271	53	41	188	102	25	82
asap1a	7606	270	2527	1397	161	89	952	440	120	232
ubtfl	3830	162	1492	771	88	74	517	277	72	154
slc4a2a	6930	145	989	461	51	57	730	320	83	271
ttc19	1666	42	355	240	21	15	213	77	18	46
faim2a	1270	92	565	306	36	19	299	115	31	80
abcf2a	2419	89	332	223	57	22	320	201	29	60
smarcd3a	3858	117	660	313	62	17	184	101	33	48
tmub1	1609	41	665	309	28	28	254	152	37	100
fastk	3684	88	1190	590	34	42	544	262	56	79
LOC101886824	420	0	3	1	1	2	3	1	0	2
LOC110438071	933	1	22	14	4	2	16	2	1	11
si:dkeyp-73d8.6	930	6	7	5	0	0	7	0	0	0
si:dkeyp-73d8.8	1570	3	65	16	4	4	29	5	3	8
si:dkeyp-73d8.9	1018	9	14	19	3	5	25	10	0	30
LOC101887108	1350	0	0	0	0	0	0	0	0	0
LOC101887030	1111	0	0	0	0	0	5	0	0	0
puf60a	2535	189	1757	773	115	76	675	288	64	192
nrbp2a	5372	279	1410	713	111	66	740	235	92	131
LOC101887149	1550	3	7	18	3	1	2	1	3	6
klhl18	1864	35	300	137	18	2	112	46	13	32
bfsp2	2077	317	2100	697	187	111	1141	359	142	231
zgc:136930	1708	2510	18444	7040	1022	982	5866	2556	860	746
ccr9a	1830	28	104	64	8	2	45	16	4	10
LOC110438072	3003	34	297	100	21	5	153	53	16	57
prpf4ba	5047	191	2658	1223	138	86	1082	460	143	308
si:dkey-154p10.3	2317	14	128	60	13	14	68	21	8	27
opn4.1	3192	78	517	251	52	18	156	82	14	58
tmem53	1293	46	169	58	12	15	122	38	8	46
LOC108179926	776	6	15	4	2	0	17	1	0	3
rnf220a	4557	260	2470	1128	133	119	1055	442	100	273
klf17	1610	39	263	94	22	3	111	46	8	18
slc6a9	10346	961	4971	2821	469	235	2384	927	257	534
ccdc24	2255	6	70	35	13	3	39	15	0	9
zgc:113531	1117	69	318	158	21	12	147	62	15	26
b4galt2	4159	71	754	391	59	14	235	135	21	50
atp6v0b	1952	260	988	706	136	90	982	297	56	247
kiss1ra	1101	7	129	35	3	0	26	23	3	14
mir23a-3	78	0	12	3	0	0	6	2	2	0
mir27a	131	0	6	0	1	0	13	2	0	4
kif2c	3082	28	136	114	29	9	78	22	5	21
ptch2	4853	408	4204	1712	206	183	1658	711	175	369
eif2b3	1745	30	369	200	41	20	274	132	25	78
klhl20	3044	88	707	366	50	31	252	117	43	76
cenpl	1843	13	70	44	5	5	34	11	2	10
dars2	2895	19	191	131	17	11	140	56	13	30
si:dkey-21n10.3	3243	0	0	0	0	0	0	0	0	0
brinp2	3231	141	1040	559	71	19	370	183	33	109
astn1	4873	210	2683	1159	111	77	700	390	117	184
pappa2	6678	73	635	318	57	26	306	180	41	84
rfwd2	3497	35	639	250	59	26	249	115	24	63
tnr	6467	238	2278	1326	177	77	791	364	77	202
kiaa0040	2312	36	302	105	31	14	113	48	25	34
tnw	3859	631	4178	2589	311	192	1610	923	194	378
mrps14	709	38	331	118	14	28	234	90	18	39
cacybp	1020	44	265	119	15	11	203	64	9	58
plk3	3289	325	1245	677	131	88	1075	425	112	287
si:dkey-4i23.5	621	0	35	3	4	2	10	5	1	0
tctex1d4	2381	3	29	12	3	1	18	5	10	14
ankrd45	851	20	27	16	2	0	16	8	0	0
rasal2	7018	216	1889	852	91	46	650	373	103	174
dhx9	5202	147	1234	606	87	28	554	253	44	127
lamc1	6050	815	4905	2778	375	254	2723	1236	316	643
lamc2	3982	15	59	19	26	6	34	16	13	11
nmnat2	1603	109	849	384	48	30	237	124	45	55
smg7	6200	515	5459	2447	225	212	2332	990	264	569
LOC110438073	1728	2	7	8	5	0	10	3	1	5
trac	2125	3	30	14	9	4	13	0	2	0
LOC101884642	432	0	0	0	0	0	0	0	0	0
LOC101884705	435	4	0	2	0	0	2	0	0	2
LOC100535032	402	7	5	10	4	0	5	0	0	1
LOC108192206	390	2	0	0	0	0	0	0	0	0
LOC110440224	390	0	1	3	1	0	0	2	0	1
LOC110440225	570	0	0	3	1	0	0	3	0	0
LOC103910079	378	0	0	0	1	0	0	0	0	0
LOC101885895	1005	2	15	1	2	0	2	0	1	9
LOC101885948	654	0	3	5	0	0	2	2	0	1
LOC103910083	439	2	2	2	0	0	0	1	0	0
LOC101885299	551	0	4	0	0	0	0	3	0	0
LOC101885372	384	2	2	0	0	0	0	0	0	0
LOC407628	411	0	10	0	1	1	5	0	0	1
LOC103910089	354	0	5	0	1	0	7	0	0	0
LOC108192208	411	0	0	0	0	0	0	0	1	0
LOC108192209	354	0	0	0	0	0	0	0	0	0
LOC101885617	393	6	2	0	0	0	0	0	0	0
LOC101885740	354	0	0	0	2	0	2	0	0	0
LOC101885878	408	0	0	0	1	0	0	0	0	0
LOC100537001	591	0	0	0	0	0	1	0	0	1
LOC110437882	381	0	0	0	0	0	0	0	0	0
LOC100537101	427	0	0	0	0	0	0	0	0	0
LOC101886169	420	0	7	3	0	0	0	2	0	0
LOC101886270	952	0	0	0	0	0	0	0	4	0
LOC101886328	432	0	0	0	0	0	1	0	0	0
LOC110437914	531	0	0	2	2	1	0	0	0	0
LOC101886456	1099	0	0	0	2	0	2	2	0	1
LOC101886513	396	0	3	0	0	2	0	1	0	0
LOC100537985	451	0	0	0	0	0	0	1	1	0
LOC100331689	360	0	0	0	0	0	0	0	0	0
LOC100534760	452	0	0	0	0	0	4	0	0	0
LOC101886801	496	0	0	0	2	0	2	0	0	0
LOC101886872	372	0	0	3	0	0	0	0	0	0
LOC101887191	403	0	0	0	0	0	0	0	0	0
LOC101882052	468	2	0	0	0	0	0	0	0	0
LOC101882108	420	0	0	0	0	0	0	0	0	0
LOC101886155	1869	0	2	0	0	0	0	0	0	0
LOC101886113	155	0	0	0	0	0	0	0	0	0
ing5b	1204	9	17	16	6	0	44	5	2	9
pak2a	3104	151	1105	645	71	54	719	271	74	191
klhl6	2002	8	60	45	17	1	48	19	6	12
ccnl1b	1967	99	798	370	39	31	558	239	57	132
ptx3b	1914	13	51	25	8	2	35	10	0	3
golim4b	2577	28	65	75	26	5	58	37	6	13
pdcd10b	1149	76	416	175	29	35	235	92	18	46
LOC103910071	2739	0	56	10	13	1	15	5	3	5
mir2198	110	0	0	0	0	0	0	0	0	0
slitrk3b	4353	77	537	310	45	14	235	84	20	79
nrd1a	4131	184	1378	615	73	64	873	316	76	159
si:dkey-193b15.8	1262	27	109	62	13	0	44	21	7	13
rabgap1l2	2237	61	428	209	47	33	337	72	9	59
si:dkey-193b15.5	3141	4	35	22	12	0	29	6	1	5
zgc:153654	2161	3	87	27	6	10	38	16	5	13
map1sb	5225	137	1092	533	71	28	479	191	46	110
gadd45bb	1198	45	221	73	30	23	93	29	15	39
gng7	498	21	372	206	22	11	171	68	16	28
diras1b	4366	29	337	155	36	5	134	45	15	28
zgc:101744	1100	127	816	377	58	28	420	144	39	90
slc1a8b	1695	72	561	288	34	13	151	84	22	37
elavl1	3539	420	2240	1073	174	144	1724	539	135	423
tspan37	1892	35	157	37	16	0	102	35	6	36
pex19	1672	127	743	351	40	33	470	157	56	134
LOC103910072	2558	2	47	15	4	6	77	19	6	12
copa	4091	386	3425	1676	142	411	5490	2350	567	1043
apoda.2	1095	292	1200	471	127	92	1249	503	43	266
apoda.1	852	59	95	48	7	7	56	27	4	22
samd7	2395	41	204	96	38	7	81	25	8	23
sec62	1320	119	1371	600	103	90	847	352	102	221
nadkb	2406	61	484	303	31	33	317	143	40	68
gpr160	1072	9	84	39	6	3	31	8	5	11
skila	7988	260	2487	1139	128	72	1028	351	114	239
prkci	3528	121	1149	617	63	46	726	329	77	190
phc3	4649	47	495	196	21	27	216	71	9	30
si:dkey-127k13.1	4161	186	1631	775	88	68	683	269	60	153
dapk3	3166	85	812	333	55	44	424	198	52	128
sppl2	2939	84	784	384	50	37	302	144	34	82
arhgef18a	4341	123	903	426	94	34	674	227	60	161
insra	6435	693	7117	2658	286	213	2472	1060	322	634
hiat1a	3286	120	852	443	79	67	372	159	57	87
myo9b	7562	236	1820	924	111	126	873	389	91	335
si:dkeyp-66d1.7	1315	27	113	96	32	25	87	42	9	38
ftr66	2929	2	25	6	16	0	18	1	4	15
nfatc4	3746	15	177	150	23	8	65	38	6	15
ltb4r2b	1972	13	72	32	10	4	45	9	7	4
LOC101882378	1125	25	62	44	12	7	82	30	13	3
sdr39u1	1561	13	28	27	3	5	10	15	3	4
rpph1	306	0	3	1	1	2	0	1	0	3
mettl17	1683	0	4	0	0	0	0	0	0	0
parp2	2335	2	30	17	0	2	11	5	0	10
si:ch211-284o19.8	1041	4	4	3	0	2	1	1	0	1
LOC110438075	581	0	7	2	2	4	3	3	1	2
zgc:66427	2873	34	153	62	14	1	102	25	12	23
cbln13	976	0	15	5	4	0	0	0	1	1
