Geneid	length	WT_Pmm2_6_5	WT_Pmm2_6_3	WT_Pmm2_6_1	WT_Pmm2_6_4	Mutant_Pmm2_6_3	Mutant_Pmm2_6_2	Mutant_Pmm2_6_5	Mutant_Pmm2_6_1
lmtk2	8760	1483	1752	764	2238	799	725	293	1213
tecpr1b	4133	237	298	114	323	192	98	35	143
LOC101884750	4983	247	265	75	247	155	95	45	144
LOC110439308	4954	165	183	34	144	150	83	43	82
LOC100004591	5759	307	308	135	375	228	164	62	286
bri3	3044	1068	949	358	1008	662	468	319	668
baiap2l1b	2608	269	237	71	255	147	120	72	175
LOC108182861	4873	137	154	6	73	137	77	24	75
zgc:113295	2074	227	245	93	227	111	62	35	138
nptx2a	4231	156	286	137	356	205	93	45	187
fam20ca	2273	306	459	225	590	172	140	38	289
rai1	6293	2406	2061	492	2780	1057	769	489	1697
srebf1	3175	2464	1941	756	2840	867	534	467	1354
tom1l2	7840	1096	1055	506	1218	753	651	234	776
drc3	2181	35	44	33	70	50	34	7	50
gid4	1138	334	375	141	276	239	217	81	212
noxo1a	2279	36	69	27	113	45	54	43	28
tbl3	2837	189	251	230	495	132	121	47	284
sco1	1178	19	23	0	13	12	8	3	8
znf1024	2886	96	138	28	175	31	28	22	98
wu:fc31d10	1751	20	17	10	12	9	8	1	9
LOC110439310	1882	43	18	8	17	0	10	3	9
zgc:174624	1617	67	48	8	21	16	21	17	63
zgc:173575	2091	7	13	0	10	1	3	3	16
LOC110439309	1365	0	10	0	0	0	1	2	1
znf1124	2028	12	25	5	6	22	1	7	0
iqck	2708	0	0	1	3	0	0	0	0
gprc5ba	2194	0	0	0	1	0	0	0	0
proza	3092	21	27	2	36	10	3	13	26
sox8b	1847	5	7	0	9	2	1	0	5
sstr2b	1465	15	32	15	18	26	14	17	34
LOC110366352	476	92	64	97	69	60	93	25	61
LOC108182865	872	7	7	4	9	4	8	2	12
sox9b	1889	703	597	274	639	304	345	184	502
LOC101885658	410	21	48	12	91	7	14	7	21
ptpn12	901	487	659	176	723	256	348	99	497
phtf2	1465	386	383	192	621	165	136	60	209
prr5b	6038	226	200	64	351	178	61	43	153
si: zfos-932h1.3	3347	579	413	174	635	160	129	67	304
si:zfos-932h1.6	1134	380	260	156	284	135	210	39	360
mansc1	3163	2751	1883	587	2192	992	862	322	1397
lrp6	3837	1311	913	621	1721	396	254	160	524
dusp16	4927	1129	1008	431	1246	626	428	248	894
crebl2	935	265	265	126	357	163	115	61	227
gpr19	1859	341	224	149	346	136	116	41	193
tbk1	3047	1040	1236	598	1449	571	502	216	747
eps8	3770	770	733	365	1135	306	215	162	506
trnam-cau_5	72	0	0	0	0	0	0	0	0
ptpro	4455	1045	1116	434	1527	368	358	130	615
rerg	624	160	133	105	167	111	34	16	49
LOC101885062	501	234	272	79	263	211	172	63	165
syn3	662	84	89	10	113	4	25	5	36
si:ch73-252i11.1	3688	155	165	51	137	176	132	54	115
LOC110439344	861	32	27	24	41	11	48	12	29
echdc3	291	9	1	0	10	6	5	0	10
gen1	4414	144	137	43	213	125	53	23	102
msgn1	1724	19	22	13	11	22	14	5	9
si:ch211-51e12.7	1883	1015	1150	393	1430	543	494	140	725
mrps10	731	307	342	82	330	132	116	68	243
tulp4a	8382	1732	1663	722	2307	774	639	337	1033
tmem181	2950	470	516	253	640	371	274	81	323
dynlt1	342	125	93	40	110	71	48	23	69
rpl18a	620	13017	12772	6296	13097	5687	5573	2308	9456
si:ch211-222h17.9	1412	10	22	8	15	15	12	0	1
xpot	5403	1058	1135	759	1603	664	633	203	715
pthlha	2944	127	66	57	112	81	54	22	75
rtcb	1693	289	232	198	336	200	211	25	192
fbxo7	1757	120	158	59	166	115	42	46	73
LOC101884407	6612	118	200	47	126	76	138	35	102
ost4	344	134	99	32	106	28	158	19	78
agbl5	3160	659	588	209	823	264	143	91	334
trnaa-agc_52	73	6	3	0	0	0	0	0	0
trnay-gua	73	0	0	0	1	0	0	0	0
tmem214	2528	808	749	431	1032	325	528	133	616
mapre3b	2753	1501	1263	360	1157	847	538	311	919
dpysl5b	3486	1759	1858	712	2372	668	659	300	936
sobpb	7212	527	562	237	720	321	210	95	234
aim1b	9823	3231	2938	793	2935	1796	1799	774	2435
LOC108183357	463	49	23	7	23	16	20	10	23
LOC101884805	1082	9	26	6	39	21	10	7	12
ripply2	558	0	12	3	12	15	0	1	0
sim1b	4122	236	302	45	226	121	116	57	131
xrcc6bp1	1240	171	207	80	236	123	117	48	158
rpap3	2220	377	395	191	415	143	211	64	252
naga	1783	267	312	183	461	132	147	57	225
LOC100537813	1146	134	169	34	178	46	24	17	41
LOC103910363	625	15	9	4	12	2	0	3	10
LOC100538098	2686	117	146	59	100	74	48	33	107
mtpn	2295	1650	1435	677	1648	899	799	290	1256
chrm2a	2576	592	498	230	815	228	250	101	321
LOC108183355	839	115	65	63	149	46	42	16	92
LOC103910364	1446	67	112	23	90	58	31	13	36
LOC103910365	1224	129	64	32	110	18	31	0	52
ptn	2511	1306	1461	491	1663	805	794	186	1008
upf2	1749	384	436	222	542	172	149	90	334
proser2	2934	534	547	165	723	283	433	140	559
LOC110439345	1974	209	463	357	240	463	95	68	132
trim35-14	1777	0	6	0	8	12	2	4	1
zmp:0000000711	3657	218	249	145	352	157	96	66	224
slc38a4	5240	1880	3170	937	4569	1293	790	402	2022
LOC110439353	1067	5	6	3	11	13	0	0	9
slc38a2	4634	2073	2096	792	2899	1134	1302	356	1599
scaf11	4774	1101	1063	406	1320	594	527	299	742
arid2	6561	2154	1842	578	2172	681	766	310	1099
gas2l3	5362	542	644	241	750	334	256	126	311
fgfr1op2	1486	136	236	133	338	221	96	45	200
tm7sf3	3828	435	394	233	484	301	201	92	326
med21	798	86	57	15	76	45	43	12	59
pmpcb	1532	455	457	206	527	224	234	70	243
dnajc2	2042	281	165	89	223	77	81	47	160
nudt4b	1888	138	203	120	248	139	52	52	140
ube2nb	1260	613	562	331	712	341	333	77	463
mrpl42	626	64	92	23	119	90	50	35	64
pwp1	1952	427	416	216	530	320	259	111	352
LOC101886549	1812	0	3	0	16	15	1	0	4
LOC103910369	2921	4	3	17	25	19	6	2	0
ano6	3525	152	177	96	253	138	91	31	146
LOC108179169	1786	0	5	0	2	25	2	2	9
LOC110439346	957	16	3	0	4	4	1	2	11
si:ch73-177h5.3	6298	28	77	45	35	56	20	11	38
si:dkey-97m3.1	2524	342	426	117	473	229	161	107	307
cpsf6	3391	2079	1898	738	2226	900	774	406	1360
yeats4	1052	170	137	60	164	148	74	23	115
frs2a	2598	224	288	151	360	171	142	56	170
kcnc2	6045	353	505	176	505	181	165	82	336
si:ch73-278m9.1	1371	187	204	85	189	102	57	52	115
cmah	2148	437	654	284	708	418	286	123	378
glipr1a	1295	153	165	41	126	45	87	46	115
krr1	1258	222	165	88	278	107	89	64	194
LOC100334697	2519	129	85	49	94	42	37	16	56
phlda1	1044	151	112	104	181	72	48	14	97
nap1l1	3698	5553	5950	2650	8032	3778	2567	1347	5111
osbpl8	5119	1420	1274	484	1399	707	641	343	1005
zdhhc17	2186	468	583	352	738	377	188	91	378
csrp2	889	275	269	123	397	142	94	105	223
e2f7	3544	82	67	30	81	38	34	18	53
cog5	3048	166	204	114	300	146	106	29	127
gpr22a	3182	220	221	128	334	161	68	63	223
dus4l	1192	12	86	23	45	61	15	25	14
bcap29	1415	383	353	145	468	177	180	98	272
slco1c1	3588	406	383	155	526	233	117	84	281
pde3a	10134	1762	1737	670	2403	864	682	384	1152
aebp2	2233	362	473	252	600	235	176	49	248
plekha5	5454	3047	2930	932	3906	1160	1162	494	1985
LOC103910251	844	0	23	25	7	10	11	3	2
fgd4b	3193	47	107	25	101	107	37	18	81
pik3cg	5059	392	253	151	457	197	197	87	277
nampta	2254	738	850	309	859	343	312	117	494
sypl1	2352	211	172	63	241	159	97	55	110
LOC101886530	684	0	9	3	12	10	2	1	2
LOC103910371	3753	38	17	11	25	18	8	6	42
LOC110439419	2360	8	16	2	15	7	8	0	13
atxn7l1	3358	458	552	193	635	268	161	119	370
znf800b	2661	276	256	70	227	112	74	107	192
grm8a	3893	541	529	218	829	390	186	90	370
LOC100331140	1621	0	12	0	3	28	1	5	5
LOC103910408	1220	0	0	0	1	9	0	0	0
si:dkey-61f9.2	800	0	0	0	2	7	10	0	0
si:dkey-61f9.1	1377	15	16	0	13	1	6	5	4
gpr37b	1883	485	497	166	633	179	136	86	249
tmem229a	2050	98	105	66	132	26	35	22	81
waslb	3262	600	663	222	739	301	339	161	485
lmod2b	4665	162	99	54	185	106	57	39	97
asb15b	1755	23	31	5	24	51	18	8	24
LOC101884529	2844	40	30	13	43	19	20	11	35
LOC101884572	1025	0	0	0	0	0	0	0	0
LOC108183593	429	0	1	0	0	0	0	0	0
LOC101884608	981	0	0	0	0	0	0	0	0
LOC110437805	824	0	8	0	1	0	1	0	0
LOC103910383	5846	37	48	7	22	17	18	16	18
LOC108183601	563	0	0	0	1	0	0	0	0
LOC110439420	296	0	1	0	1	0	0	1	0
LOC103910390	2343	1	10	1	5	13	0	1	11
LOC108183599	2630	0	11	4	5	3	0	0	13
LOC103910388	2586	0	9	0	4	1	4	12	0
LOC108183594	461	8	0	0	0	0	0	0	5
LOC108183596	468	0	0	0	0	0	0	0	0
LOC110437800	499	0	0	0	8	0	0	0	0
LOC110439412	501	0	0	0	0	0	0	0	0
LOC103910387	532	11	0	0	0	0	0	0	0
LOC108183600	509	0	0	1	0	3	0	0	0
LOC108183589	461	0	0	0	1	0	0	0	0
LOC108183598	491	4	0	1	0	0	0	0	0
LOC103910386	3827	25	23	4	7	15	2	6	7
LOC110439414	626	1	0	0	18	0	5	7	3
smkr1	535	8	33	18	16	7	18	6	16
cd9b	1500	313	351	125	501	229	286	70	350
ano2	4679	263	291	168	430	210	105	55	257
LOC100331497	1158	93	170	90	195	74	51	24	80
ntf3	1065	196	143	42	176	130	58	32	121
tbc1d30	5894	884	753	284	1083	397	328	159	542
gnsa	2595	1040	948	282	1022	413	398	224	587
zgc:194209	1353	91	75	81	149	76	16	19	52
rassf3	4428	509	687	204	783	389	198	178	425
LOC101885512	1217	8	13	9	44	11	24	0	11
dgki	4141	561	597	306	846	305	251	112	309
creb3l2	6320	699	698	260	928	491	403	171	495
ssbp1	928	131	143	44	133	77	56	26	63
si:ch211-258f14.2	2449	146	127	58	172	83	44	20	66
zgc:162331	1637	295	242	188	419	115	65	36	207
slc13a4	2857	121	228	66	233	163	61	23	122
coa6	585	254	258	97	246	268	119	54	292
ptprz1b	5233	1367	1566	647	2100	714	550	242	1116
ndufa5	430	425	406	174	548	122	182	77	328
LOC110439413	581	0	1	0	0	0	0	4	0
LOC110439422	310	0	0	0	7	0	0	0	0
LOC110439418	3002	1	10	0	6	0	5	3	6
LOC108183595	445	1	2	0	2	0	2	0	1
LOC110439416	441	2	0	0	0	3	0	5	0
si:dkey-14d8.24	654	13	7	9	17	3	2	3	10
LOC101884589	1875	28	36	6	40	42	20	5	35
strip2	4997	551	489	245	593	225	212	99	308
ahcyl2	2140	1420	1522	747	1879	649	515	266	964
tmem209	2474	156	204	104	210	127	89	49	148
ccnd2b	2820	221	191	146	212	126	90	23	161
tigarb	1177	26	51	9	65	42	9	6	11
fgf6b	630	14	61	28	72	57	9	12	57
fgf23	806	15	11	0	27	7	1	0	7
rad51ap1	1813	23	26	3	32	55	6	10	15
galnt8b.1	3155	19	45	17	26	43	11	9	29
galnt8b.2	3436	4	33	17	38	68	9	12	9
cecr1b	1625	39	35	15	35	64	11	16	29
atp6v1e1b	1261	1285	1085	425	1123	486	540	122	669
si:ch211-214j24.14	947	76	77	46	100	51	73	22	61
ccdc167	744	61	132	59	151	50	82	44	105
si:ch211-214j24.9	3099	3126	2747	1115	3715	1351	1135	450	1882
LOC103910381	1018	90	62	16	104	45	36	18	63
si:ch211-214j24.15	3191	88	127	75	104	94	80	37	56
si:ch211-214j24.10	1792	864	835	254	1128	551	456	222	820
osgep	1176	118	132	39	141	81	76	34	123
apex1	2139	565	555	332	584	222	272	53	251
zgc:113263	4989	448	663	283	861	378	294	131	388
si:dkey-14d8.1	4285	169	196	56	268	172	117	41	172
LOC108183607	436	5	23	5	6	19	18	3	4
si:dkey-14d8.2	3582	101	88	53	103	61	25	6	57
si:dkey-14d8.20	3107	68	108	43	140	45	22	13	73
LOC108183587	3047	19	53	8	44	46	18	4	51
LOC103910380	2161	34	28	4	3	3	3	10	17
LOC101884690	1538	24	31	22	14	32	9	13	20
LOC110439421	298	0	2	0	0	0	14	1	0
LOC103910379	1641	0	0	0	0	0	0	0	0
LOC110437801	1169	0	0	1	2	0	1	0	0
LOC101884731	1641	0	0	0	0	0	0	0	0
LOC108183588	5347	152	141	43	139	54	59	44	76
LOC110439415	509	23	4	0	0	7	6	0	4
LOC103910378	2201	37	44	20	88	49	23	17	28
si:dkey-14d8.21	2823	59	61	27	76	137	28	18	45
LOC101884942	749	0	7	3	4	10	0	7	0
LOC110437838	1116	2	16	5	9	27	0	0	8
LOC101884879	1672	25	22	20	17	27	4	7	19
mapk11	2241	149	93	49	146	102	51	18	94
mapk12b	1471	16	4	8	20	27	9	6	3
si:dkey-14d8.6	655	13	16	40	190	197	7	11	119
si:dkey-14d8.7	611	13	1	9	21	29	6	5	10
vegfab	4938	343	448	161	445	267	184	66	330
mrps18a	878	192	154	80	203	113	151	49	179
rsph9	1090	16	25	3	16	43	14	8	4
tmem63a	2958	104	174	81	203	163	55	28	93
pou3f2a	2671	483	290	95	383	118	109	52	150
faxca	2141	347	374	227	408	244	125	34	159
ccnc	2928	289	298	108	425	215	165	63	225
ngs	1924	4219	3110	1336	4540	1213	1358	372	1955
pgm3	2759	100	125	52	157	101	181	11	72
si:ch73-352p4.8	2155	123	153	94	200	124	87	36	146
foxm1	3419	112	73	42	95	93	47	4	68
si:ch73-352p4.5	1107	0	37	8	20	68	21	11	24
pex26	1250	95	58	43	81	72	37	18	34
usp18	1838	37	36	3	49	24	15	6	16
lyrm5a	1801	151	155	52	144	149	93	31	117
slc5a8	2854	54	50	33	77	48	44	5	65
utp20	8661	1160	1191	633	1709	1066	615	288	1136
arl1	1062	229	343	188	376	222	274	70	245
LOC103910375	2811	7	16	1	27	30	2	5	20
LOC101885758	3279	44	48	6	56	47	11	6	17
LOC110439417	270	1	3	8	1	8	0	3	5
LOC103910374	264	4	4	1	11	2	5	1	0
LOC103910373	387	15	7	0	3	6	6	3	12
LOC108183591	473	0	2	0	0	5	0	0	1
LOC101885813	521	19	48	4	14	14	26	9	26
LOC101885859	1142	6	12	8	6	7	0	4	11
tfec	2962	82	139	44	89	97	45	9	34
LOC101885896	1096	11	21	6	41	8	4	1	5
LOC108183538	760	8	7	4	14	16	5	1	1
si:ch211-262n1.4	1330	105	147	47	211	95	83	48	93
foxp2	2635	2446	1771	433	2419	577	638	379	1117
si:ch211-262n1.5	944	58	79	26	65	30	41	7	37
ppp1r3aa	5766	71	61	7	62	38	21	9	75
gpr85	2942	315	195	61	227	56	83	31	140
tmem168a	3202	322	310	122	374	176	115	76	192
ifrd1	1770	573	958	319	1234	379	276	148	532
dock4b	6918	832	955	431	1294	357	315	183	659
LOC103910395	1137	0	6	0	3	8	3	0	3
LOC103910396	219	0	0	0	5	0	1	0	5
LOC103910397	5256	21	7	1	15	7	1	4	15
LOC100535105	3897	1345	1222	613	1577	700	544	261	1032
LOC795847	2348	0	2	0	1	0	0	0	0
zgc:101560	1594	24	42	16	25	27	10	12	15
cald1a	4713	78	28	24	51	45	50	8	22
tnnt2e	1735	247	210	52	202	113	112	55	144
si:ch211-157e21.2	474	51	26	4	35	4	21	17	72
LOC101882334	1411	0	0	0	0	0	0	0	0
LOC101882403	598	0	0	0	0	0	0	0	0
LOC110438614	217	0	0	0	0	0	0	0	0
LOC103910400	289	0	0	2	0	0	0	0	0
LOC101882492	419	0	0	0	2	0	4	3	0
LOC101882584	223	0	0	0	1	0	0	0	0
LOC110438615	454	0	1	0	1	0	0	0	2
LOC101882663	540	0	0	0	0	0	0	0	0
LOC110438619	519	0	0	0	0	0	0	0	2
LOC101882625	867	26	9	2	5	0	1	1	7
LOC108183364	921	0	0	0	9	8	0	5	7
lta4h	2112	112	198	121	338	124	97	46	170
elk3	2629	22	24	0	29	4	3	8	0
cdk17	5271	4	0	0	1	0	0	0	0
si:ch1073-67j19.1	915	0	6	1	2	4	0	0	0
si:ch1073-67j19.2	757	13	0	1	0	10	0	0	3
phyh	1930	1033	956	464	1270	460	440	122	636
ucmaa	572	28	40	23	46	18	16	3	20
mcm10	2689	22	119	42	80	82	34	21	22
nudt5	1396	125	142	57	106	80	114	37	155
cdc123	1413	203	194	78	249	144	161	77	241
camk1da	2625	119	88	41	112	39	34	8	45
ccdc3a	835	19	18	6	17	15	7	0	15
optn	2321	34	56	12	46	9	17	12	64
si:ch211-240l19.8	513	0	0	0	0	0	0	0	0
si:ch211-240l19.7	589	2	9	9	6	29	4	3	10
si:ch211-240l19.6	569	0	1	0	4	0	2	1	0
si:ch211-240l19.5	1081	72	99	37	78	106	50	27	113
wnk1b	12299	1893	1638	416	2201	705	579	377	1188
ninj2	1049	0	0	0	0	0	0	0	0
erc1b	4114	723	740	266	1067	324	245	105	454
wnt5b	5169	669	652	279	761	491	329	89	523
fbxl14b	1465	457	456	249	611	174	167	55	247
adipor2	1773	1075	1521	510	1874	619	467	228	780
LOC110439347	1067	206	242	36	357	128	126	51	193
LOC100538118	2076	61	52	45	91	47	24	17	69
LOC110437837	178	10	0	0	13	28	3	4	2
LOC103910404	686	26	42	20	43	36	14	17	22
LOC103908741	1433	44	18	26	60	33	21	12	41
LOC103910403	758	21	29	24	37	22	21	4	14
LOC103910402	1546	25	23	6	27	44	5	7	8
ttll12	1998	98	107	31	151	99	48	28	93
pnpla3	1891	457	449	240	815	186	94	82	292
sult4a1	2997	1086	959	378	1109	442	483	213	582
mpped1	3105	481	351	111	417	187	159	75	233
scube1	3779	545	391	175	485	235	218	61	270
samm50l	2155	236	335	139	407	192	121	70	303
aldh1l2	4682	340	313	176	485	280	289	29	218
si:dkey-48p11.3	1201	65	105	42	67	64	58	14	36
slc41a2b	2790	178	255	134	272	147	145	40	187
chst11	2933	176	153	90	198	107	70	45	96
nfyba	1115	321	392	193	455	140	170	77	250
hcfc2	3266	149	183	90	160	124	63	41	57
avpr1ab	1315	96	58	36	96	22	25	24	54
srgap1b	5572	795	826	306	1191	431	293	125	534
si:ch211-125a15.1	1986	150	185	59	174	87	62	30	120
LOC101884274	1978	25	37	10	39	52	24	12	46
LOC103910412	381	3	7	1	2	5	4	0	5
ipo8	4235	678	602	368	691	423	520	124	397
tmtc1	5702	328	311	173	450	185	148	63	241
zgc:55888	1785	0	0	0	0	0	0	0	0
lmf2b	2579	0	0	0	0	0	0	0	0
kitlgb	804	0	0	0	0	0	0	0	0
si:ch73-139j3.4	3605	8	2	18	11	16	3	2	6
lsm8	626	86	20	16	54	34	14	6	47
tymp	1954	86	65	54	119	47	26	9	96
shank3b	7969	354	349	108	340	163	107	49	206
cdnf	1916	0	4	0	0	0	0	0	0
hspa14	2242	0	0	0	2	0	0	0	0
dclre1c	7729	8	32	8	9	21	0	4	9
meig1	547	0	0	0	0	0	0	0	0
tmem243b	2713	0	0	2	0	0	0	0	0
si:dkey-153k10.6	1323	0	0	0	0	0	0	0	0
si:dkey-153k10.7	1487	0	0	0	0	0	0	0	0
dmtf1	2717	0	0	0	0	0	0	0	0
si:dkey-153k10.9	3914	15	0	6	5	1	0	3	6
tspan9b	1856	0	0	0	0	0	0	0	0
mical3b	6191	103	86	27	143	20	44	8	69
LOC103910414	415	8	6	6	12	9	4	1	28
svopl	4206	39	46	31	63	76	27	29	21
si:dkeyp-27e10.3	5674	501	469	138	749	259	213	86	309
parp12b	2069	144	132	32	157	67	65	32	73
ttc41	3819	8	15	6	12	29	21	2	5
hsp90b1	2720	1322	1510	960	2328	940	2172	394	1451
glt8d2	1542	23	33	16	29	50	27	5	20
fbxo18	4068	285	282	113	281	141	158	51	119
adm2a	1779	16	35	14	30	15	28	1	54
LOC108183541	385	11	0	0	0	4	0	0	0
sbf1	7688	219	192	102	326	45	53	18	96
trnay-gua_1	73	0	0	0	0	0	0	0	0
naf1	1794	0	0	0	0	0	0	0	0
LOC100330186	5284	1596	1601	620	1972	813	603	317	1028
LOC101885530	811	27	55	4	18	41	21	5	10
flncb	10021	855	1022	583	1149	502	438	159	627
kcnd2	3523	467	562	208	694	208	119	83	301
tspan12	2135	227	215	108	312	113	72	20	163
ing3	2139	1484	1198	484	1423	717	503	308	973
cped1	4608	636	617	276	800	248	217	104	428
wnt16	3166	12	23	5	7	27	8	0	18
stab2	8308	78	55	43	99	45	29	20	59
LOC108183374	2973	31	26	11	26	28	13	15	0
LOC108179116	4065	0	21	1	12	2	1	0	1
LOC110439354	1913	0	16	0	5	5	1	0	0
LOC108183376	645	10	0	4	4	4	5	1	0
ppfibp1a	3473	98	125	47	127	83	58	18	75
syt10	2741	91	111	30	157	56	52	19	47
LOC100536376	3312	8	7	7	17	20	4	2	14
LOC101885301	4683	21	7	2	8	13	4	7	0
LOC108183380	525	0	0	0	0	0	0	0	0
LOC108183378	1649	0	5	0	0	0	0	2	8
LOC108183287	2199	0	0	0	0	5	0	0	0
LOC110439348	965	6	0	0	0	7	0	0	0
si:ch211-161n3.3	2265	0	0	0	0	0	0	0	0
tmtc2a	2672	20	32	27	41	38	20	12	31
mettl25	2037	55	53	29	99	66	60	13	40
ccdc59	826	124	106	31	146	109	76	32	145
LOC110439355	1626	36	26	7	27	24	21	12	50
LOC110439349	651	7	3	0	7	6	0	0	2
LOC108183379	1845	10	7	0	13	12	3	6	5
LOC110439350	1058	0	0	6	3	16	0	1	6
si:dkey-21h14.8	2823	8	15	7	0	5	1	4	0
si:dkey-21h14.3	319	1	0	0	2	0	0	0	0
LOC110437843	1412	0	0	1	4	3	0	7	4
LOC110439351	648	0	4	0	0	0	2	0	0
si:dkey-21h14.9	2964	0	5	1	6	17	3	1	10
cracr2ab	3036	232	182	112	122	142	82	21	150
prmt8b	3236	325	335	121	374	178	128	44	204
tspan11	1600	143	102	39	198	103	33	12	151
sema3aa	3143	210	204	97	296	76	84	32	133
pcloa	16221	1033	1063	341	1413	413	380	193	978
ankrd16	1324	6	5	2	23	21	7	3	21
trnay-gua_2	73	0	0	0	0	0	0	0	0
gdi2	2532	614	309	406	864	437	207	60	398
asb13a.1	1532	0	0	0	0	0	0	0	0
asb13a.2	2136	0	0	0	0	0	0	0	0
net1	3447	1697	2187	698	2425	881	923	306	1318
mir29a-1	126	0	7	0	4	7	0	0	7
mir29b-2	88	0	0	1	15	0	6	4	3
LOC100536865	2855	170	322	80	368	134	73	57	154
mkln1	3908	676	623	293	1015	485	334	179	544
podxl	4160	1280	1321	472	1490	919	725	259	1105
LOC100536913	1275	91	95	53	88	59	26	15	50
si:dkey-115f9.3	2585	38	47	26	32	28	23	12	23
cyb5r3	1869	204	236	131	294	137	113	33	202
btbd11a	6568	942	838	318	1073	538	298	137	557
LOC101883478	123	0	0	3	0	1	0	1	0
LOC108183384	119	0	0	0	0	0	0	0	0
cry1aa	3332	1860	2135	727	2968	894	508	309	1104
trnay-gua_3	73	0	0	0	0	4	0	0	0
tnnt2c	1894	109	91	35	103	83	38	31	49
si:dkey-222f8.3	1716	264	235	112	230	219	129	34	164
LOC101883576	1184	13	8	0	15	3	10	1	0
LOC108183387	1473	84	34	18	40	38	23	3	21
braf	5443	1215	1152	462	1444	693	402	230	1013
mrps33	2218	161	157	47	161	103	93	29	142
tmem178b	1486	499	570	191	556	190	158	82	291
cnot4b	4317	1224	1066	293	1252	487	446	271	839
mkrn1	1577	1836	1919	817	2413	907	657	503	1335
cecr6	2366	79	154	80	185	57	18	26	79
il17ra1a	2940	125	111	29	109	68	46	52	90
LOC795971	1095	0	0	0	1	0	0	0	0
pimr172	1589	0	0	0	10	0	0	0	0
pimr214	2162	0	3	0	0	8	0	0	0
pimr173	1104	0	0	0	2	0	0	0	0
rergla	1387	0	0	0	6	0	0	0	0
arhgef39	1983	0	0	0	1	0	0	0	0
LOC103910417	1268	0	0	0	0	0	0	0	0
lmo3	3449	53	40	7	57	8	12	4	10
mgst1.1	1036	0	0	0	0	0	0	0	0
mgst1.2	2149	0	0	2	0	0	0	0	0
LOC103910418	4386	62	35	35	68	100	21	21	68
dera	1444	273	198	145	303	211	113	60	116
helb	4206	83	120	66	97	125	46	35	67
irak3	2570	18	29	29	27	59	9	12	22
b2m	1145	3	15	9	27	44	23	1	16
hmga2	1303	1373	1392	491	1519	617	559	213	871
LOC103910419	541	8	11	6	21	12	4	5	13
msrb3	2474	397	357	204	393	245	182	53	204
lemd3	2918	416	405	198	589	223	165	90	256
wif1	1867	184	228	84	267	109	118	40	136
vhll	523	41	28	18	38	33	32	15	17
tmbim4	1828	645	619	218	716	338	280	156	457
si:dkey-6a5.3	419	0	6	1	0	0	0	0	0
LOC101884202	2576	4	1	0	3	5	0	0	0
grip1	6854	1830	2177	725	2652	812	634	318	1049
LOC103910424	1625	82	139	65	159	74	26	11	49
cand1	4651	2147	2106	802	2428	1198	845	377	1556
si:dkey-39a18.1	2145	27	3	1	27	29	12	4	10
dyrk2	5446	909	1164	420	1660	619	363	171	897
si:ch211-266a5.12	1243	16	28	2	27	14	10	19	4
ifng1-2	570	0	7	2	0	15	0	1	1
ifng1-1	513	0	5	0	0	21	1	3	2
il26	510	4	5	0	15	0	0	2	2
il22	642	8	4	6	9	49	6	6	6
mdm1	2575	182	110	45	191	128	87	49	74
calua	2042	205	240	109	302	121	434	37	149
opn1sw1	1747	20814	18402	8490	20401	6278	6851	1126	10270
mir729	99	18	9	4	14	12	4	3	5
tnpo3	3796	1127	1302	533	1699	554	487	233	955
irf5	2110	136	103	87	121	55	29	37	65
ccdc87	1399	0	12	1	2	6	7	0	7
pnpla8	4115	386	357	147	400	183	136	57	328
si:dkeyp-81f3.4	871	0	5	2	7	4	13	10	5
nrcama	6084	2598	2668	842	3032	1284	901	381	1525
cntn1b	4757	646	557	379	747	370	219	103	383
pdzrn4	2367	215	263	133	481	128	103	30	203
LOC103910423	1894	10	3	3	31	21	0	0	11
gxylt1b	1291	59	27	19	82	60	23	5	25
yaf2	1985	289	364	125	444	239	157	112	245
zcrb1	1107	87	89	44	119	92	52	26	52
pphln1	2108	387	320	186	460	239	153	85	376
prickle1b	3749	681	875	433	879	346	322	145	686
LOC103910422	2495	5	7	0	6	13	2	0	1
LOC110439357	1701	16	27	9	22	14	19	12	22
LOC103910420	1239	24	12	9	10	22	15	7	7
pus7l	2241	54	74	29	134	54	34	10	72
twf1b	2515	241	219	137	353	166	143	59	187
nell2b	5083	2013	2017	906	2809	898	659	313	1161
prl2	971	0	10	0	4	5	2	6	0
nuak1a	4132	291	571	189	751	175	166	74	233
LOC108183545	1102	2	8	0	9	8	4	3	16
si:dkey-261e22.4	400	68	93	20	46	68	21	25	35
plxnb2a	6437	1788	1668	943	2516	1168	920	373	1260
si:ch211-127b11.1	2274	46	29	21	15	24	11	5	17
si:dkey-183c2.4	2517	23	72	28	51	23	5	2	30
abcc9	5986	974	906	357	1192	568	375	158	594
kcnj8	1251	6	22	21	34	25	4	10	36
cmasa	1807	290	273	201	427	161	212	61	237
LOC103910428	1490	5	13	6	11	25	7	5	11
si:dkey-14k9.2	3060	347	390	85	359	162	131	76	289
si:dkey-14k9.3	2064	145	83	44	136	73	42	29	96
akr1b1	1156	586	692	411	963	362	287	61	458
si:dkey-180p18.9	1615	470	477	238	668	315	213	114	485
prdm4	2798	367	323	84	341	144	98	61	232
psmc2	1456	544	548	316	835	275	325	149	385
slc26a5	3505	433	642	179	705	315	169	149	374
tspan33a	1705	74	136	38	149	82	49	23	39
